run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,vectime,vecvalue
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,unit,b,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,,,40.649179592852,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,recordingmode,timeavg,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,title,"queue bit length, timeavg",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,unit,b,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,source,packetPulled,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,title,"outgoing packets, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,unit,pk,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,,,512,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,source,packetLength(packetPulled),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,unit,b,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,source,packetPushStarted,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,title,"incoming packets, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,unit,pk,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,,,512,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,unit,b,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,title,"dropped packets: queue overflow, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,unit,pk,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,recordingmode,sum,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,source,packetLength(packetDropReasonIsQueueOverflow(packetDropped)),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,title,"dropped packet lengths: queue overflow, sum",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,unit,b,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,recordingmode,max,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,source,warmup(count(packetEnqueued) - count(packetDequeued)),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,title,"queue length, max",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,,,1.5880557140982e-05,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,source,warmup(count(packetEnqueued) - count(packetDequeued)),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,title,"channel access granted, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,,,74,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,enum,"IDLE,DEFER,IFS_AND_BACKOFF",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,title,"contention state changed, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,type,enum,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,,,2,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,interpolationmode,sample-hold,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,title,"channel ownership, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,title,"packets aggregated, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,title,"packets fragmented, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,title,"packets deaggregated, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,,,3,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,title,"packets defragmented, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,title,"packet drops: duplicate detected, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),source,packetDropReasonIsDuplicateDetected(packetDropped),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),title,"packet drops: duplicate detected, sum(packetBytes)",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,,,0,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,title,"retry limit reached, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,frameSequenceFinished:count,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,frameSequenceFinished:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,frameSequenceFinished:count,title,"finished frame sequences, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:count,,,4,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:count,title,"packets received, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),,,306,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,,,3,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,source,ieee80211Unicast(packetReceivedFromPeer),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,title,"packets received: unicast, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),,,242,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),source,ieee80211Unicast(packetReceivedFromPeer),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),title,"packets received: unicast, sum(packetBytes)",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,,,1,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,recordingmode,count,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,source,ieee80211Multicast(packetReceivedFromPeer),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,title,"packets received: multicast, count",,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,scalar,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),,,64,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
Sifresiz_Zafiyet_Testi-0-20260408-11:07:35-2444,attr,AdvancedSecurityNetwork.actuator.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),source,ieee80211Multicast(packetReceivedFromPeer),,,,,,,,,,,,,
