run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,vectime,vecvalue
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:count,title,"packet drops: other, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),source,packetDropReasonIsOther(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),title,"packet drops: other, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0].mac,linkBroken:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,linkBroken:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,linkBroken:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].mac,linkBroken:count,title,"link breaks, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0].radio,radioMode:count,,,9,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,radioMode:count,interpolationmode,sample-hold,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,radioMode:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,radioMode:count,source,radioModeChanged,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,radioMode:count,title,"Radio mode, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0].radio,receptionState:count,,,17,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,receptionState:count,interpolationmode,sample-hold,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,receptionState:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,receptionState:count,source,receptionStateChanged,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,receptionState:count,title,"Radio reception state, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0].radio,transmissionState:count,,,12,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,transmissionState:count,interpolationmode,sample-hold,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,transmissionState:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,transmissionState:count,source,transmissionStateChanged,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0].radio,transmissionState:count,title,"Radio transmission state, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,title,"packet drop: address resolution failed, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),source,packetDropReasonIsAddressResolutionFailed(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),title,"packet drop: address resolution failed, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:count,source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:count,title,"packet drop: hop limit reached, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),source,packetDropReasonIsHopLimitReached(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),title,"packet drop: hop limit reached, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:count,source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:count,title,"packet drop: forwarding disabled, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),source,packetDropReasonIsForwardingDisabled(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),title,"packet drop: forwarding disabled, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:count,source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:count,title,"packet drop: no interface found, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),source,packetDropReasonIsNoInterfaceFound(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),title,"packet drop: no interface found, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:count,source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:count,title,"packet drop: no route found, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),source,packetDropReasonIsNoRouteFound(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),title,"packet drop: no route found, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:count,source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:count,title,"packet drop: undefined, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),source,packetDropReasonIsUndefined(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),title,"packet drop: undefined, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionFailed:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionFailed:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionFailed:count,title,"ARP failed resolutions, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionCompleted:count,,,2,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionCompleted:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionCompleted:count,title,"ARP completed resolutions, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionInitiated:count,,,1,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionInitiated:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpResolutionInitiated:count,title,"ARP initiated resolutions, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:count,source,arpReplySent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:count,title,"ARP replies sent, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:sum(packetBytes),source,arpReplySent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpReplySent:sum(packetBytes),title,"ARP replies sent, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:count,,,1,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:count,source,arpRequestSent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:count,title,"ARP request sent, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),,,28,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),source,arpRequestSent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),title,"ARP request sent, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,packetReceived:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:count,source,packetReceived,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:count,title,"packets received, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,packetReceived:sum(packetBytes),,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:sum(packetBytes),source,packetReceived,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,packetSent:count,,,1,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:count,source,packetSent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:count,title,"packets sent, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,packetSent:sum(packetBytes),,,264,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:sum(packetBytes),interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:sum(packetBytes),source,packetSent,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,packetSent:sum(packetBytes),title,"packets sent, sum(packetBytes)",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,passedUpPk:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,passedUpPk:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,passedUpPk:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,passedUpPk:count,title,"packets passed up, count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,droppedPkWrongPort:count,,,0,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,droppedPkWrongPort:count,interpolationmode,none,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,droppedPkWrongPort:count,recordingmode,count,,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,droppedPkWrongPort:count,source,packetDropReasonIsNoPortFound(packetDropped),,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,attr,AdvancedSecurityNetwork.sensor.udp,droppedPkWrongPort:count,title,"packets dropped (wrong port), count",,,,,,,,,,,,,
RSA-0-20260408-11:08:59-2456,scalar,AdvancedSecurityNetwork.sensor.udp,droppedPkBadChecksum:count,,,0,,,,,,,,,,,,
