run,type,module,name,attrname,attrvalue,value
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,recordingmode,last,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,title,"queue length, last",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,recordingmode,max,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,title,"queue length, max",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,,,2.3e-06
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,recordingmode,timeavg,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,title,"queue length, timeavg",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,recordingmode,last,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,title,"queue bit length, last",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,,,512
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,recordingmode,max,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,title,"queue bit length, max",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,,,0.0011776
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,recordingmode,timeavg,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,title,"queue bit length, timeavg",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,source,packetPulled,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,title,"outgoing packets, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,,,512
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,recordingmode,sum,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,source,packetLength(packetPulled),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,source,packetPushStarted,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,title,"incoming packets, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,,,512
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,recordingmode,sum,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,title,"dropped packets: queue overflow, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,unit,pk,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,recordingmode,sum,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,source,packetLength(packetDropReasonIsQueueOverflow(packetDropped)),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,title,"dropped packet lengths: queue overflow, sum",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,unit,b,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,recordingmode,max,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,source,warmup(count(packetEnqueued) - count(packetDequeued)),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,title,"queue length, max",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,,,9.5334256e-07
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,autoWarmupFilter,false,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,recordingmode,timeavg,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,source,warmup(count(packetEnqueued) - count(packetDequeued)),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,title,"queue length, timeavg",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,title,"channel access granted, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,,,806
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,enum,"IDLE,DEFER,IFS_AND_BACKOFF",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,title,"contention state changed, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,type,enum,
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,,,2
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,interpolationmode,sample-hold,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,title,"channel ownership, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,title,"packets aggregated, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,title,"packets fragmented, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,title,"packets deaggregated, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,,,100
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,title,"packets defragmented, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,source,packetDropReasonIsDuplicateDetected(packetDropped),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,title,"packet drops: duplicate detected, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),recordingmode,sum(packetBytes),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),source,packetDropReasonIsDuplicateDetected(packetDropped),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),title,"packet drops: duplicate detected, sum(packetBytes)",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,,,0
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,title,"retry limit reached, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,frameSequenceFinished:count,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,frameSequenceFinished:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,frameSequenceFinished:count,title,"finished frame sequences, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:count,,,101
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:count,title,"packets received, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),,,23442
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),recordingmode,sum(packetBytes),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),title,"packets received, sum(packetBytes)",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,,,100
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,source,ieee80211Unicast(packetReceivedFromPeer),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,title,"packets received: unicast, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),,,23378
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),recordingmode,sum(packetBytes),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),source,ieee80211Unicast(packetReceivedFromPeer),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),title,"packets received: unicast, sum(packetBytes)",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,,,1
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,interpolationmode,none,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,recordingmode,count,
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,source,ieee80211Multicast(packetReceivedFromPeer),
ECC_6LOWPAN-0-20260506-22:55:25-25987,attr,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,title,"packets received: multicast, count",
ECC_6LOWPAN-0-20260506-22:55:25-25987,scalar,KriptoAgi.gateway.wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),,,64
